,Electrical_SBrkr,WoodDeckSF,RemodAge,LotConfig_CulDSac,LotArea,Foundation_PConc,BsmtExposure_Gd,OpenPorchSF,OverallQual,Fence_GdWo,Foundation_BrkTil,Electrical_FuseF,LotFrontage_median,BedroomAbvGr,FullBath,firstFlrSF,HouseStyle_2Story,LotConfig_Inside,hasGarage,BsmtExposure_No,BldgType_Twnhs,HalfBath,BsmtFullBath,CentralAir_Y,Heating_Grav,Fence_MnPrv,HouseStyle_1.5Fin,BldgType_2fmCon,Fireplaces,GarageArea,BsmtExposure_Av
652,1.0,0.0,5,0.0,2268.0,1.0,0.0,27.0,7,0.0,0.0,0.0,36.0,2.0,2,764.0,1.0,1.0,True,1.0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0
654,1.0,0.0,3,0.0,8400.0,0.0,0.0,36.0,6,0.0,0.0,0.0,80.0,3.0,1,1537.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,462.0,0.0
655,1.0,0.0,8,0.0,3230.0,1.0,0.0,32.0,6,0.0,0.0,0.0,34.0,2.0,2,729.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
656,1.0,0.0,38,0.0,5400.0,0.0,0.0,0.0,5,0.0,1.0,0.0,60.0,2.0,1,1073.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0
657,1.0,0.0,7,0.0,5925.0,0.0,0.0,72.0,4,0.0,1.0,0.0,50.0,2.0,1,1131.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,672.0,0.0
658,1.0,0.0,4,0.0,9600.0,0.0,0.0,0.0,5,0.0,0.0,0.0,60.0,2.0,1,893.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0
659,1.0,273.6,0,0.0,8990.0,1.0,0.0,33.0,7,0.0,0.0,0.0,73.0,2.0,2,1498.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0
660,0.0,0.0,60,0.0,12180.0,0.0,0.0,0.0,4,0.0,1.0,0.0,60.0,2.0,1,672.0,0.0,1.0,True,1.0,0.0,0,1,0.0,1.0,1.0,1.0,1.0,0.0,280.0,0.0
661,1.0,100.0,10,0.0,9042.0,1.0,1.0,38.0,6,0.0,0.0,0.0,59.0,3.0,2,943.0,1.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.6,472.0,0.0
662,1.0,140.0,9,0.0,10106.0,0.0,0.0,0.0,5,0.0,1.0,0.0,62.0,3.6,2,808.0,0.0,1.0,False,1.0,0.0,0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
663,1.0,224.0,36,0.0,12243.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,2,1484.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,487.0,1.0
664,1.0,0.0,0,0.0,9262.0,1.0,0.0,36.0,8,0.0,0.0,0.0,78.0,3.0,2,1578.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
665,1.0,0.0,2,0.0,11478.0,1.0,0.0,50.0,8,0.0,0.0,0.0,90.4,3.0,2,1692.3000000000002,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
666,1.0,0.0,0,0.0,8872.0,0.0,0.0,112.0,5,0.0,0.0,0.0,72.0,2.0,1,912.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0
667,1.0,0.0,38,0.0,12925.0,0.0,0.0,42.0,6,0.0,0.0,0.0,70.0,3.6,2,1692.3000000000002,0.0,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.6,550.0,0.0
669,1.0,0.0,51,0.0,10152.0,0.0,0.0,20.0,5,0.0,0.0,0.0,72.0,3.0,1,1048.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0
670,1.0,222.0,10,0.0,7200.0,0.0,0.0,32.0,5,0.0,0.0,0.0,60.0,3.0,1,900.0,0.0,0.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0
671,1.0,172.0,1,0.0,5063.0,1.0,0.0,62.0,7,0.0,0.0,0.0,34.0,2.0,2,1314.0,0.0,1.0,True,1.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,626.0,0.0
672,1.0,100.0,3,0.0,8029.0,1.0,0.0,24.0,6,0.0,0.0,0.0,51.0,3.0,2,728.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0
673,1.0,273.6,26,0.0,10240.0,0.0,0.0,112.0,6,0.0,0.0,0.0,79.0,3.0,2,1686.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,612.0,0.0
674,1.0,108.0,2,1.0,13923.6,0.0,0.0,0.0,6,0.0,0.0,0.0,70.0,3.0,1,1640.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
675,1.0,186.0,15,0.0,12256.0,1.0,0.0,32.0,8,0.0,0.0,0.0,90.4,3.0,2,1500.0,1.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.6,712.0,1.0
676,1.0,164.0,23,0.0,8885.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,2.0,1,902.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,484.0,1.0
677,1.0,0.0,41,0.0,8658.0,0.0,0.0,112.0,6,1.0,0.0,0.0,84.0,3.0,2,1324.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
678,1.0,156.0,16,0.0,9938.0,1.0,0.0,90.0,7,0.0,0.0,0.0,80.0,3.0,2,1062.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,574.0,0.0
679,1.0,0.0,0,0.0,11932.0,1.0,0.0,24.0,8,0.0,0.0,0.0,90.4,3.0,2,1580.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,728.05,0.0
680,1.0,0.0,8,0.0,12420.0,1.0,0.0,45.0,7,0.0,0.0,0.0,79.0,3.0,2,944.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,622.0,0.0
681,1.0,0.0,57,0.0,9000.0,1.0,0.0,112.0,6,0.0,0.0,0.0,50.0,3.0,1,780.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,544.0,0.0
683,0.0,0.0,56,0.0,7446.0,0.0,0.0,0.0,4,1.0,0.0,0.0,70.0,2.0,1,788.0,0.0,0.0,False,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0
684,1.0,140.0,10,0.0,13125.0,1.0,1.0,39.0,6,0.0,0.0,0.0,75.0,3.0,2,1493.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,508.0,0.0
685,1.0,0.0,20,0.0,5271.0,1.0,1.0,80.0,7,0.0,0.0,0.0,70.0,2.0,1,1453.0,0.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,445.0,0.0
686,0.0,0.0,57,0.0,6000.0,1.0,0.0,0.0,4,0.0,0.0,0.0,50.0,2.0,1,960.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0
687,1.0,0.0,60,0.0,4608.0,0.0,0.0,0.0,4,0.0,0.0,0.0,47.0,2.0,1,747.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0
688,1.0,0.0,9,1.0,12772.0,0.0,0.0,0.0,6,0.0,0.0,0.0,70.0,2.0,1,958.0,0.0,0.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0
689,1.0,192.0,60,0.0,13923.6,0.0,0.0,0.0,6,0.0,0.0,0.0,78.0,3.0,1,912.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,330.0,0.0
690,0.0,273.6,57,0.0,13710.0,0.0,0.0,0.0,5,0.0,0.0,0.0,75.0,3.6,1,910.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,282.0,0.0
691,1.0,144.0,13,0.0,8750.0,1.0,0.0,112.0,7,0.0,0.0,0.0,70.0,3.6,2,933.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,493.0,0.0
692,1.0,0.0,35,1.0,13923.6,0.0,0.0,66.0,6,1.0,0.0,0.0,70.0,3.6,2,1097.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,495.0,0.0
693,1.0,0.0,59,0.0,12144.0,0.0,0.0,28.0,5,0.0,0.0,0.0,60.0,3.0,1,1036.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,288.0,0.0
695,1.0,273.6,34,0.0,10650.0,0.0,0.0,0.0,5,0.0,0.0,0.0,75.0,3.0,1,894.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,308.0,1.0
696,1.0,120.0,6,0.0,8450.0,1.0,0.0,55.0,7,0.0,0.0,0.0,65.0,3.0,2,1349.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,539.0,0.0
697,1.0,273.6,33,0.0,13500.0,0.0,1.0,0.0,6,0.0,0.0,0.0,70.0,1.0,1,1252.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,564.0,0.0
698,0.0,0.0,57,0.0,5400.0,0.0,0.0,20.0,5,0.0,1.0,0.0,60.0,2.0,1,691.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0
699,1.0,172.0,1,0.0,5001.0,1.0,0.0,62.0,7,0.0,0.0,0.0,34.0,2.0,2,1314.0,0.0,1.0,True,1.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,626.0,0.0
700,0.0,0.0,58,0.0,8248.0,0.0,0.0,0.0,3,0.0,1.0,1.0,45.0,2.0,1,864.0,0.0,1.0,False,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,1.0,120.0,14,0.0,10041.0,1.0,0.0,112.0,8,0.0,0.0,0.0,80.0,3.0,2,927.0,1.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,506.0,0.0
702,1.0,144.0,2,0.0,10769.0,1.0,0.0,105.0,8,0.0,0.0,0.0,68.0,3.0,2,866.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,578.0,1.0
703,1.0,12.0,22,0.0,7535.0,0.0,0.0,112.0,5,0.0,0.0,0.0,70.0,2.0,1,912.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0
705,1.0,28.0,31,0.0,2289.0,0.0,0.0,0.0,6,0.0,0.0,0.0,29.599999999999998,3.0,2,855.0,1.0,1.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
706,1.0,140.0,2,0.0,4435.0,1.0,0.0,0.0,6,0.0,0.0,0.0,37.0,1.0,1,848.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,420.0,0.0
707,1.0,80.0,0,0.0,8536.0,1.0,0.0,64.0,5,0.0,0.0,0.0,74.0,2.0,1,1125.0,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0
708,1.0,140.0,11,0.0,7500.0,1.0,0.0,60.0,7,0.0,0.0,0.0,60.0,3.0,2,1028.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,442.0,0.0
709,1.0,0.0,0,0.0,9986.0,1.0,0.0,49.0,8,0.0,0.0,0.0,75.0,2.0,2,1692.3000000000002,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,1.0
710,1.0,100.0,4,0.0,7795.0,1.0,0.0,51.0,7,0.0,0.0,0.0,71.0,3.0,2,716.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,432.0,0.0
711,1.0,0.0,33,0.0,4043.0,0.0,0.0,55.0,6,0.0,0.0,0.0,53.0,2.0,2,1069.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
712,1.0,132.0,3,1.0,11764.0,1.0,0.0,57.0,8,0.0,0.0,0.0,90.4,3.6,2,1164.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,671.0,0.0
713,1.0,0.0,46,0.0,11600.0,0.0,0.0,45.0,6,0.0,0.0,0.0,80.0,3.0,1,1383.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0
714,1.0,158.0,58,0.0,8480.0,0.0,0.0,0.0,5,0.0,0.0,0.0,80.0,2.0,1,832.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,336.0,0.0
715,1.0,196.0,12,0.0,8892.0,0.0,0.0,0.0,5,1.0,0.0,0.0,74.0,3.0,1,910.0,0.0,0.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,414.0,1.0
717,1.0,0.0,56,0.0,6120.0,0.0,0.0,0.0,5,0.0,1.0,0.0,51.0,3.0,1,1015.0,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,450.0,0.0
718,1.0,0.0,3,0.0,7500.0,1.0,0.0,0.0,7,0.0,0.0,0.0,63.0,3.0,1,1080.0,0.0,1.0,False,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,1.0,0.0,38,0.0,1680.0,0.0,0.0,0.0,5,0.0,0.0,0.0,29.599999999999998,3.0,2,630.0,1.0,1.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0
720,1.0,143.0,2,0.0,3635.0,1.0,0.0,20.0,7,0.0,0.0,0.0,51.0,1.0,2,1569.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,660.0,0.0
721,1.0,0.0,14,0.0,8125.0,1.0,0.0,36.0,6,0.0,0.0,0.0,65.0,3.0,2,702.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,343.0,0.0
722,1.0,192.0,6,0.0,7200.0,0.0,0.0,0.0,5,0.0,0.0,0.0,60.0,2.0,1,768.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,396.0,1.0
723,1.0,0.0,0,0.0,8499.0,1.0,0.0,36.0,6,0.0,0.0,0.0,73.0,3.0,2,616.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,432.0,0.0
724,1.0,0.0,28,0.0,13923.6,0.0,0.0,112.0,6,0.0,0.0,0.0,70.0,3.0,2,1465.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,596.0,0.0
725,1.0,0.0,2,0.0,13072.0,1.0,0.0,50.0,6,0.0,0.0,0.0,63.0,3.0,1,1158.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0
726,1.0,0.0,47,0.0,9790.0,0.0,0.0,26.0,6,0.0,0.0,0.0,70.0,3.0,1,1328.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.6,528.0,0.0
727,1.0,0.0,6,0.0,11250.0,1.0,0.0,42.0,7,0.0,0.0,0.0,68.0,3.0,2,920.0,1.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,608.0,0.0
728,1.0,0.0,33,0.0,10900.0,0.0,0.0,36.0,6,0.0,0.0,0.0,70.0,3.0,1,689.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,299.0,0.0
729,1.0,140.0,5,0.0,4435.0,1.0,0.0,0.0,6,0.0,0.0,0.0,37.0,1.0,1,848.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,420.0,1.0
730,1.0,96.0,38,0.0,1491.0,0.0,0.0,24.0,4,0.0,0.0,0.0,29.599999999999998,1.0,1,630.0,0.0,1.0,False,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
731,1.0,48.0,31,0.0,2308.0,0.0,0.0,0.0,6,0.0,0.0,0.0,29.599999999999998,3.0,2,804.0,1.0,0.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
732,1.0,123.0,3,0.0,8814.0,1.0,0.0,110.0,7,0.0,0.0,0.0,68.0,3.0,2,1604.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,660.0,0.0
733,1.0,168.0,11,0.0,10200.0,1.0,0.0,0.0,5,0.0,0.0,0.0,60.0,2.0,1,672.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0
734,1.0,0.0,39,0.0,8724.0,0.0,0.0,0.0,5,0.0,0.0,0.0,90.4,3.0,1,894.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,450.0,0.0
735,0.0,268.0,49,0.0,13923.6,0.0,0.0,0.0,5,0.0,0.0,0.0,69.0,2.0,1,1092.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,299.0,0.0
736,1.0,0.0,1,0.0,8800.0,0.0,0.0,0.0,5,0.0,0.0,0.0,61.0,3.0,2,1040.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0
737,1.0,0.0,6,0.0,11250.0,1.0,0.0,0.0,8,0.0,0.0,0.0,70.0,3.6,2,1149.0,1.0,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
738,1.0,0.0,4,0.0,13695.0,1.0,0.0,102.0,5,0.0,0.0,0.0,66.0,3.0,1,1114.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0
739,1.0,0.0,56,0.0,11040.0,0.0,0.0,47.0,4,0.0,0.0,0.0,60.0,3.0,1,897.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,570.0,0.0
740,1.0,273.6,38,0.0,8400.0,0.0,0.0,0.0,5,1.0,0.0,0.0,70.0,3.0,1,1052.0,0.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,288.0,1.0
741,1.0,0.0,1,0.0,1533.0,0.0,0.0,0.0,4,0.0,0.0,0.0,29.599999999999998,3.0,1,798.0,1.0,1.0,False,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
742,1.0,0.0,4,0.0,8320.0,1.0,0.0,45.0,7,0.0,0.0,0.0,64.0,3.0,2,770.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0
743,1.0,0.0,43,0.0,9819.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,900.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,280.0,0.0
744,1.0,0.0,56,0.0,6240.0,0.0,0.0,0.0,5,0.0,1.0,0.0,52.0,3.0,1,1042.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,225.0,0.0
745,1.0,273.6,0,1.0,10182.0,1.0,0.0,50.0,8,0.0,0.0,0.0,85.0,3.0,2,1660.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0
746,1.0,0.0,2,0.0,2522.0,1.0,0.0,40.0,7,0.0,0.0,0.0,29.599999999999998,3.0,2,970.0,1.0,1.0,True,1.0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0
747,1.0,224.0,11,1.0,13568.0,1.0,0.0,0.0,5,0.0,0.0,0.0,43.0,3.0,1,990.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0
748,1.0,237.0,57,0.0,12358.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,2.0,1,854.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,660.0,0.0
749,1.0,273.6,41,0.0,7800.0,0.0,0.0,0.0,5,0.0,0.0,0.0,60.0,3.0,1,965.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,300.0,0.0
750,1.0,0.0,37,0.0,2001.0,0.0,0.0,0.0,4,0.0,0.0,0.0,29.599999999999998,3.0,1,546.0,1.0,1.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0
751,1.0,138.0,4,0.0,8366.0,1.0,0.0,45.0,6,0.0,0.0,0.0,65.0,3.0,2,798.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0
752,1.0,100.0,7,0.0,9196.0,1.0,0.0,112.0,7,0.0,0.0,0.0,90.4,3.0,2,1560.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,573.0,0.0
753,1.0,120.0,22,1.0,7937.0,0.0,0.0,0.0,6,0.0,0.0,0.0,37.0,3.0,1,1003.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,588.0,1.0
754,1.0,140.0,4,0.0,4435.0,1.0,0.0,0.0,6,0.0,0.0,0.0,36.0,1.0,1,848.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,420.0,1.0
755,1.0,0.0,41,0.0,7094.0,0.0,0.0,0.0,5,0.0,0.0,0.0,90.4,3.0,1,894.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,384.0,0.0
756,1.0,273.6,58,0.0,8400.0,1.0,0.0,0.0,6,0.0,0.0,0.0,60.0,3.6,2,1390.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,576.0,0.0
757,1.0,120.0,16,0.0,9991.0,0.0,0.0,78.0,4,1.0,0.0,0.0,70.0,3.0,2,1620.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,490.0,0.0
758,1.0,250.0,14,0.0,10542.0,1.0,1.0,112.0,7,0.0,0.0,0.0,90.4,3.0,2,1325.0,1.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
759,1.0,0.0,31,0.0,11500.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.6,2,1680.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0
761,1.0,140.0,1,0.0,8556.0,1.0,0.0,93.0,7,0.0,0.0,0.0,74.0,2.0,2,1240.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,728.05,1.0
762,1.0,156.0,3,0.0,3182.0,1.0,0.0,0.0,7,0.0,0.0,0.0,43.0,1.0,2,1504.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,457.0,0.0
763,1.0,208.0,1,0.0,9000.0,1.0,0.0,46.0,8,0.0,0.0,0.0,75.0,3.0,2,1088.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,1.0
764,1.0,273.6,0,0.0,12327.0,0.0,1.0,40.0,8,0.0,0.0,0.0,79.0,1.0,1,1496.0,0.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,1.0,0.0,1.0,612.0,0.0
765,1.0,0.0,22,0.0,13728.0,0.0,0.0,0.0,6,0.0,0.0,0.0,90.4,3.6,2,1236.0,1.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.6,540.0,0.0
767,1.0,0.0,44,0.0,7700.0,0.0,0.0,112.0,6,0.0,0.0,0.0,70.0,3.6,1,1051.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,442.0,0.0
768,1.0,0.0,7,0.0,10635.0,1.0,0.0,112.0,8,0.0,0.0,0.0,48.0,3.0,2,1668.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,502.0,1.0
769,1.0,88.0,57,0.0,8520.0,0.0,0.0,15.0,6,1.0,1.0,0.0,60.0,3.6,2,1664.0,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,216.0,0.0
771,1.0,0.0,10,0.0,8755.0,1.0,0.0,0.0,7,0.0,0.0,0.0,70.0,3.0,2,1022.0,1.0,0.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,390.0,0.0
772,1.0,0.0,31,1.0,12384.0,0.0,0.0,112.0,7,0.0,0.0,0.0,70.0,3.0,2,1142.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,550.0,0.0
773,1.0,160.0,4,0.0,9590.0,1.0,0.0,22.0,7,0.0,0.0,0.0,73.0,3.0,2,1146.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,438.0,1.0
774,1.0,0.0,58,0.0,6292.0,0.0,0.0,112.0,6,0.0,1.0,0.0,52.0,2.0,1,790.0,0.0,1.0,True,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0
775,1.0,87.0,33,0.0,2280.0,0.0,0.0,0.0,6,0.0,0.0,0.0,29.599999999999998,3.0,2,855.0,1.0,0.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
776,1.0,132.0,2,0.0,7314.0,1.0,0.0,0.0,7,0.0,0.0,0.0,64.0,2.0,2,1232.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,632.0,1.0
777,1.0,40.0,14,0.0,13923.6,0.0,0.0,30.0,5,0.0,0.0,0.0,85.0,1.0,1,796.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,1.0,1.0,0.0,0.0,480.0,0.0
778,1.0,0.0,34,0.0,12328.0,0.0,0.0,0.0,6,0.0,0.0,0.0,70.0,3.0,1,1034.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,728.05,1.0
