LotFrontage,LotArea,Alley,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,isNew,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,firstFlrSF,secondFlrSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,hasGarage,GarageArea,GarageCond,WoodDeckSF,Nr.Ring,OpenPorchSF,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
105.0,13693,,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2006,True,2006,Hip,CompShg,Ex,TA,PConc,2153,GasA,Ex,Y,SBrkr,2069,574,2643,Gd,TA,Av,0,2,1,3,Ex,9,1,Gd,3,True,694,TA,414,2,84,,,,3,2007,380000
79.0,10637,,Inside,Gtl,CollgCr,1Fam,1Story,8,5,2007,True,2008,Hip,CompShg,Gd,TA,PConc,1705,GasA,Ex,Y,SBrkr,1718,0,1718,Ex,TA,Gd,1,2,0,3,Gd,7,1,Gd,3,True,826,TA,208,2,44,,,,9,2009,297000
50.0,5925,,Inside,Gtl,OldTown,1Fam,1Story,4,7,1937,False,2000,Hip,CompShg,TA,TA,BrkTil,907,GasA,TA,Y,SBrkr,1131,0,1131,Fa,TA,No,0,1,0,2,TA,7,0,,2,True,672,TA,0,2,72,,MnPrv,,3,2007,89471
98.0,16033,,FR2,Gtl,NridgHt,1Fam,1Story,9,5,2004,True,2005,Hip,CompShg,Gd,TA,PConc,1833,GasA,Ex,Y,SBrkr,1850,0,1850,Ex,TA,Gd,1,2,0,3,Gd,8,1,Gd,3,True,772,TA,519,2,112,,,,3,2006,326000
72.0,11846,,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2003,True,2004,Hip,CompShg,Gd,TA,PConc,1792,GasA,Ex,Y,SBrkr,1792,0,1792,Ex,TA,Gd,1,2,0,2,Ex,6,1,Gd,3,True,874,TA,206,2,49,,,,8,2006,374000
50.0,2500,Pave,Corner,Gtl,OldTown,1Fam,2Story,7,8,1915,False,2005,Gable,CompShg,Gd,TA,PConc,910,GasA,Ex,Y,SBrkr,916,910,1826,TA,TA,No,1,1,1,4,Ex,7,1,Gd,1,True,164,Fa,0,2,0,,,,6,2009,155000
32.0,4500,,FR2,Gtl,Mitchel,Twnhs,1Story,6,5,1998,False,1998,Hip,CompShg,TA,TA,PConc,1216,GasA,Ex,Y,SBrkr,1216,0,1216,Ex,TA,No,1,2,0,2,TA,5,0,,2,True,402,TA,0,2,125,,,,5,2006,164000
,7758,,Corner,Gtl,Sawyer,1Fam,1Story,5,7,1962,False,2001,Gable,CompShg,TA,Gd,CBlock,999,GasA,Gd,Y,SBrkr,999,0,999,TA,TA,No,1,1,0,3,Gd,6,0,,1,True,264,TA,0,2,132,,,,3,2007,132500
80.0,9600,,Inside,Gtl,NAmes,1Fam,1Story,5,7,1950,False,2007,Gable,CompShg,Gd,TA,CBlock,1113,GasA,Gd,Y,SBrkr,1113,0,1113,TA,TA,No,0,1,0,3,Gd,5,1,Gd,1,True,264,TA,0,2,80,,,,7,2009,147000
79.0,10289,,Inside,Gtl,NAmes,1Fam,1Story,5,7,1965,False,1965,Hip,CompShg,TA,TA,CBlock,1073,GasA,TA,Y,SBrkr,1073,0,1073,TA,TA,No,1,1,1,3,TA,6,0,,2,True,515,TA,0,2,0,,,,6,2007,156000
70.0,12243,,Inside,Gtl,NWAmes,1Fam,1Story,5,6,1971,False,1971,Gable,CompShg,TA,TA,CBlock,1484,GasA,Gd,Y,SBrkr,1484,0,1484,Gd,TA,Av,0,2,0,3,TA,7,1,TA,2,True,487,TA,224,2,0,,,,2,2007,175000
60.0,10800,,Corner,Gtl,OldTown,2fmCon,1.5Fin,5,4,1900,False,1970,Gable,CompShg,TA,Fa,CBlock,954,GasA,TA,N,FuseA,1766,648,2414,TA,Fa,No,0,2,0,3,TA,10,1,Gd,2,True,520,Fa,142,2,0,,,,5,2006,160000
21.0,1526,,Inside,Gtl,MeadowV,Twnhs,SFoyer,4,8,1970,False,2002,Gable,CompShg,TA,Gd,CBlock,630,GasA,TA,Y,SBrkr,630,0,630,Gd,TA,Av,1,1,0,1,Gd,3,0,,1,True,286,TA,0,2,0,,,,5,2009,86000
,2665,,Inside,Gtl,MeadowV,TwnhsE,2Story,5,6,1976,False,1976,Gable,CompShg,TA,TA,PConc,264,GasA,TA,Y,SBrkr,616,688,1304,Gd,TA,Mn,0,1,1,3,TA,4,1,Gd,1,True,336,TA,141,2,24,,,,6,2008,115000
79.0,9490,,Inside,Gtl,NAmes,1Fam,1.5Fin,6,7,1941,False,1950,Gable,CompShg,TA,TA,CBlock,806,GasA,TA,Y,FuseA,958,620,1578,TA,TA,No,1,1,0,3,Fa,5,2,TA,1,True,240,TA,0,2,0,,MnPrv,,8,2006,133000
105.0,15578,,Corner,Gtl,Gilbert,1Fam,2Story,6,5,2006,True,2006,Gable,CompShg,Gd,TA,PConc,728,GasA,Gd,Y,SBrkr,728,728,1456,Gd,TA,No,0,2,1,3,TA,8,0,,2,True,429,TA,0,2,0,,,,5,2006,172785
70.0,7931,,Inside,Gtl,NAmes,1Fam,1Story,5,6,1960,False,1960,Gable,CompShg,TA,TA,CBlock,1269,GasA,TA,Y,FuseA,1269,0,1269,TA,TA,No,0,1,1,3,TA,6,1,Fa,1,True,308,TA,0,2,0,,,,6,2008,155000
50.0,5784,,Inside,Gtl,OldTown,1Fam,1Story,5,8,1938,False,1996,Gable,CompShg,TA,TA,BrkTil,190,GasA,Gd,Y,FuseA,886,0,886,Fa,TA,No,0,1,0,2,TA,4,0,,1,True,273,TA,144,2,20,,,,12,2009,91300
60.0,7879,,Inside,Gtl,IDOTRR,1Fam,1Story,4,5,1920,False,1950,Gable,CompShg,TA,TA,CBlock,720,GasA,TA,N,FuseA,720,0,720,TA,TA,No,0,1,0,2,TA,4,0,,0,False,0,,0,2,523,,GdWo,,11,2009,34900
,12692,,Inside,Gtl,NoRidge,1Fam,1Story,8,5,1992,False,1993,Hip,CompShg,Gd,TA,PConc,3200,GasA,Ex,Y,SBrkr,3228,0,3228,Gd,TA,No,1,3,0,4,Gd,10,1,Gd,2,True,546,TA,264,2,75,,,,5,2007,430000
60.0,9120,Pave,Inside,Gtl,BrkSide,1Fam,1.5Fin,7,6,1925,False,1950,Gable,CompShg,TA,Gd,PConc,1026,GasA,Ex,Y,SBrkr,1133,687,1820,TA,TA,No,1,2,0,4,TA,8,0,,1,True,240,TA,0,2,100,,GdPrv,,6,2008,184000
65.0,7800,,Inside,Gtl,Sawyer,1Fam,1Story,5,7,1967,False,2004,Hip,CompShg,TA,TA,PConc,864,GasA,Ex,Y,SBrkr,899,0,899,TA,TA,No,0,1,0,3,Gd,5,0,,1,True,288,TA,64,2,0,,MnPrv,,6,2009,130000
70.0,7535,,Inside,Gtl,NAmes,1Fam,1Story,5,7,1958,False,1985,Gable,CompShg,TA,TA,CBlock,912,GasA,Fa,Y,SBrkr,912,0,912,TA,TA,No,0,1,0,2,TA,5,0,,1,True,297,TA,12,2,285,,MnWw,Shed,6,2007,120000
21.0,1890,,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1973,False,1973,Gable,CompShg,TA,TA,CBlock,672,GasA,TA,Y,SBrkr,672,546,1218,TA,TA,No,0,1,1,3,TA,7,0,,1,True,264,TA,144,2,28,,,,5,2007,113000
75.0,9803,,Inside,Gtl,Somerst,1Fam,2Story,7,5,2005,True,2005,Gable,CompShg,Gd,TA,PConc,866,GasA,Gd,Y,SBrkr,866,902,1768,Gd,TA,No,0,2,1,3,Gd,7,0,,2,True,603,TA,0,2,108,,,,2,2008,226700
70.0,9170,,Corner,Gtl,Edwards,1Fam,1Story,5,7,1965,False,1965,Hip,CompShg,TA,TA,CBlock,1214,GasA,Ex,Y,SBrkr,1214,0,1214,TA,TA,No,1,1,0,2,TA,6,0,,2,True,461,Fa,0,2,0,,GdPrv,Shed,4,2007,140000
100.0,15602,,Inside,Gtl,Crawfor,1Fam,1Story,7,8,1959,False,1997,Gable,CompShg,TA,TA,CBlock,1501,GasA,TA,Y,SBrkr,1801,0,1801,TA,TA,No,1,2,0,1,TA,6,2,TA,2,True,484,TA,0,2,54,,GdWo,,3,2010,289000
24.0,2308,,Inside,Gtl,NPkVill,TwnhsE,2Story,6,5,1974,False,1974,Gable,CompShg,TA,TA,CBlock,855,GasA,TA,Y,SBrkr,855,467,1322,TA,TA,No,0,2,1,3,TA,6,1,Fa,2,True,440,TA,260,2,0,,,,6,2009,147000
60.0,7596,Grvl,Inside,Gtl,OldTown,Duplex,2Story,5,5,1952,False,1952,Hip,CompShg,TA,TA,CBlock,960,GasA,Gd,Y,SBrkr,960,1000,1960,TA,TA,No,0,2,0,4,TA,10,0,,2,True,400,TA,0,2,0,,,,7,2009,124500
80.0,9554,,Inside,Gtl,SawyerW,1Fam,2Story,8,5,1993,False,1994,Gable,CompShg,Gd,TA,PConc,777,GasA,Ex,Y,SBrkr,1065,846,1911,Gd,TA,No,0,2,1,3,Gd,8,1,TA,2,True,471,TA,182,2,81,,,,9,2006,215000
75.0,7862,,Inside,Gtl,Somerst,1Fam,1Story,6,5,2009,True,2009,Gable,CompShg,Gd,TA,PConc,1218,GasA,Ex,Y,SBrkr,1218,0,1218,Gd,TA,No,0,2,0,2,Gd,4,0,,2,True,676,TA,0,2,102,,,,9,2009,208300
60.0,9600,,Inside,Gtl,OldTown,1Fam,2Story,7,9,1928,False,2005,Gambrel,CompShg,TA,Ex,BrkTil,689,GasA,Ex,Y,SBrkr,689,689,1378,TA,TA,No,0,2,0,3,Gd,7,1,Gd,2,True,360,TA,0,2,0,,,,10,2008,161000
80.0,9600,,Corner,Gtl,NAmes,1Fam,1Story,5,6,1959,False,1959,Gable,CompShg,TA,TA,CBlock,1041,GasA,Ex,Y,SBrkr,1041,0,1041,TA,TA,No,1,1,0,3,TA,6,0,,1,True,270,TA,224,2,88,,MnPrv,,7,2009,124500
75.0,14559,,Inside,Gtl,NAmes,1Fam,1Story,5,7,1951,False,2000,Hip,CompShg,Gd,TA,CBlock,1008,GasA,Ex,Y,SBrkr,1363,0,1363,TA,TA,No,1,1,0,2,TA,6,2,TA,1,True,288,TA,324,2,42,,,Shed,6,2009,164900
40.0,6792,,Inside,Gtl,NridgHt,TwnhsE,1Story,7,5,2005,True,2006,Gable,CompShg,Gd,TA,PConc,1368,GasA,Ex,Y,SBrkr,1368,0,1368,Gd,TA,No,0,2,0,2,Gd,6,1,Gd,2,True,474,TA,132,2,35,,,,3,2006,202665
70.0,9100,,Corner,Gtl,NAmes,1Fam,1Story,5,5,1958,False,1958,Gable,CompShg,TA,TA,CBlock,864,GasA,TA,Y,SBrkr,864,0,864,TA,TA,No,1,1,0,3,TA,5,0,,2,True,624,TA,0,2,0,,,,7,2006,129900
71.0,9187,,Corner,Gtl,Mitchel,1Fam,1Story,6,5,1983,False,1983,Gable,CompShg,TA,Gd,PConc,1084,GasA,TA,Y,SBrkr,1080,0,1080,TA,TA,No,0,1,1,3,TA,5,0,,2,True,484,TA,120,2,0,,,,6,2007,134000
55.0,10594,,Inside,Gtl,Crawfor,1Fam,1.5Unf,5,5,1926,False,1950,Gable,CompShg,TA,TA,BrkTil,768,Grav,Fa,N,SBrkr,789,0,789,TA,TA,No,0,1,0,2,TA,5,0,,1,True,200,Po,0,2,0,,MnPrv,,6,2007,96500
94.0,12220,,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2009,True,2009,Hip,CompShg,Ex,TA,CBlock,2006,GasA,Ex,Y,SBrkr,2020,0,2020,Ex,TA,No,1,2,1,3,Ex,9,1,Gd,3,True,900,TA,156,2,54,,,,9,2009,402861
,10448,,Corner,Gtl,NWAmes,1Fam,SLvl,6,6,1972,False,1972,Gable,CompShg,TA,TA,CBlock,689,GasA,TA,Y,SBrkr,1378,741,2119,TA,TA,No,0,2,1,3,TA,7,1,TA,2,True,583,TA,0,2,104,,GdPrv,,8,2009,158000
79.0,10208,,Inside,Gtl,NoRidge,1Fam,2Story,7,5,1996,False,1997,Gable,CompShg,Gd,TA,PConc,1264,GasA,Ex,Y,SBrkr,1277,1067,2344,Gd,TA,No,0,2,1,3,Gd,7,1,TA,3,True,889,TA,220,2,0,,,,7,2009,265000
,9531,,CulDSac,Gtl,CollgCr,1Fam,2Story,6,5,1998,False,1998,Gable,CompShg,TA,TA,PConc,794,GasA,Ex,Y,SBrkr,882,914,1796,Gd,TA,Mn,1,2,1,3,TA,7,0,,2,True,546,TA,0,2,36,,MnPrv,,5,2007,211000
53.0,10918,,Inside,Gtl,Crawfor,1Fam,2Story,7,9,1926,False,2004,Gambrel,CompShg,Gd,TA,BrkTil,1276,GasA,Ex,Y,SBrkr,1276,804,2080,Gd,TA,No,0,1,1,3,Gd,9,2,Gd,1,True,282,TA,0,2,0,,MnPrv,,6,2009,234000
60.0,10800,Grvl,Inside,Gtl,OldTown,2fmCon,2Story,4,7,1900,False,2000,Gable,CompShg,TA,TA,BrkTil,0,GasA,TA,N,FuseA,694,600,1294,,,,0,2,0,3,TA,7,0,,0,False,0,,220,2,114,,,,8,2008,106250
90.0,11988,,Corner,Gtl,NAmes,1Fam,1Story,6,6,1957,False,1957,Gable,CompShg,TA,TA,CBlock,1244,GasA,Ex,Y,FuseA,1244,0,1244,TA,TA,No,0,1,1,3,TA,6,2,Gd,1,True,336,TA,0,2,40,,,,5,2007,150000
50.0,5000,,Corner,Gtl,BrkSide,1Fam,1.5Fin,6,7,1947,False,1950,Gable,CompShg,TA,Gd,CBlock,1004,GasA,Ex,Y,SBrkr,1004,660,1664,TA,TA,No,0,2,0,3,TA,7,2,Gd,2,True,420,TA,0,2,24,,,,10,2006,159000
130.0,40094,,Inside,Gtl,Edwards,1Fam,2Story,10,5,2007,True,2008,Hip,CompShg,Ex,TA,PConc,3138,GasA,Ex,Y,SBrkr,3138,1538,4676,Ex,TA,Gd,1,3,1,3,Ex,11,1,Gd,3,True,884,TA,208,2,406,,,,10,2007,184750
95.0,11787,,Inside,Gtl,NoRidge,1Fam,2Story,7,5,1996,False,1997,Gable,CompShg,Gd,TA,PConc,1379,GasA,Ex,Y,SBrkr,1383,1015,2398,Gd,TA,No,1,2,1,3,Gd,8,1,TA,3,True,834,TA,239,2,60,,,,8,2007,315750
62.0,7500,Pave,Inside,Gtl,Somerst,1Fam,1Story,7,5,2005,True,2005,Gable,CompShg,Gd,TA,PConc,1257,GasA,Ex,Y,SBrkr,1266,0,1266,Gd,TA,No,0,2,0,3,Gd,6,1,TA,2,True,453,TA,38,2,144,,,,4,2006,176000
70.0,13300,,Inside,Gtl,NAmes,1Fam,1Story,5,7,1956,False,2000,Hip,CompShg,TA,TA,CBlock,928,GasA,TA,Y,SBrkr,928,0,928,Gd,TA,No,0,1,0,2,TA,4,0,,1,True,252,TA,261,2,0,,,,6,2007,132000
67.0,14948,,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2008,True,2008,Hip,CompShg,Ex,TA,PConc,1452,GasA,Ex,Y,SBrkr,1476,1237,2713,Ex,TA,Av,1,2,1,3,Ex,11,1,Gd,3,True,858,TA,126,2,66,,,,11,2008,446261
58.0,9098,,Inside,Gtl,Edwards,1Fam,1Story,4,7,1920,False,2002,Gable,CompShg,TA,TA,BrkTil,528,GasA,Ex,Y,SBrkr,605,0,605,TA,TA,Mn,1,1,0,2,TA,5,0,,0,False,0,,0,2,0,,,,7,2007,86000
,32668,,CulDSac,Gtl,Crawfor,1Fam,1Story,6,3,1957,False,1975,Hip,CompShg,Gd,TA,PConc,2035,GasA,TA,Y,SBrkr,2515,0,2515,TA,TA,No,1,3,0,4,TA,9,2,TA,2,True,484,TA,0,2,0,,,,3,2007,200624
85.0,10200,,Inside,Gtl,Timber,1Fam,SLvl,6,5,1988,False,1989,Gable,CompShg,Gd,TA,CBlock,1461,GasA,Ex,Y,SBrkr,1509,0,1509,Gd,TA,Av,1,2,0,3,Gd,5,1,Fa,2,True,600,TA,224,2,0,,,,8,2008,175000
60.0,6155,,FR3,Gtl,BrkSide,1Fam,2Story,6,8,1920,False,1999,Gable,CompShg,TA,TA,BrkTil,611,GasA,Ex,Y,SBrkr,751,611,1362,Fa,Fa,Mn,0,2,0,3,TA,6,0,,2,True,502,Fa,0,2,0,,,,6,2008,128000
60.0,7200,,Inside,Gtl,NAmes,1Fam,1Story,5,7,1955,False,2007,Gable,CompShg,TA,TA,Slab,0,GasA,Ex,Y,SBrkr,827,0,827,,,,0,1,0,2,TA,5,1,Po,1,True,392,TA,0,2,0,,,,4,2010,107500
50.0,5000,,Inside,Mod,BrkSide,1Fam,1Story,1,3,1946,False,1950,Gable,CompShg,Fa,Fa,Slab,0,GasA,Fa,N,FuseF,334,0,334,,,,0,1,0,1,Fa,2,0,,0,False,0,,0,2,0,,,,1,2007,39300
74.0,9056,,Inside,Gtl,Gilbert,1Fam,2Story,8,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,707,GasA,Ex,Y,SBrkr,707,707,1414,Ex,Gd,Av,0,2,1,3,Gd,6,1,Gd,2,True,403,TA,100,2,35,,,,10,2006,178000
70.0,7000,,Inside,Gtl,Edwards,2fmCon,2Story,5,7,1910,False,1991,Gable,CompShg,TA,TA,CBlock,1117,GasA,TA,Y,SBrkr,820,527,1347,Gd,TA,Gd,1,1,0,3,TA,5,0,,0,False,0,,85,2,0,,,,1,2008,107500
57.0,8924,,CulDSac,Gtl,CollgCr,1Fam,2Story,7,5,1998,False,1999,Gable,CompShg,TA,TA,PConc,880,GasA,Ex,Y,SBrkr,880,844,1724,Gd,TA,Av,0,2,1,3,Gd,8,0,,2,True,527,TA,120,2,155,,,,7,2008,188000
,12735,,FR2,Gtl,NAmes,1Fam,1Story,4,5,1972,False,1972,Hip,CompShg,TA,TA,CBlock,864,GasA,TA,Y,SBrkr,864,0,864,TA,TA,No,0,1,0,3,TA,5,0,,2,True,576,TA,216,2,0,,MnWw,,4,2008,111250
,11553,,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1968,False,1968,Hip,CompShg,TA,TA,CBlock,1051,GasA,TA,Y,SBrkr,1159,0,1159,TA,TA,No,0,1,1,3,TA,7,1,Fa,1,True,336,TA,466,2,0,,,,7,2006,158000
,11423,,Inside,Gtl,CollgCr,1Fam,1Story,8,5,2001,True,2002,Gable,CompShg,Gd,TA,PConc,1581,GasA,Ex,Y,SBrkr,1601,0,1601,Gd,TA,Av,1,2,0,3,Gd,6,1,TA,2,True,670,TA,180,2,0,,MnPrv,Shed,5,2010,272000
85.0,14601,,Inside,Gtl,Timber,1Fam,1Story,9,5,2006,True,2006,Hip,CompShg,Ex,TA,PConc,1838,GasA,Ex,Y,SBrkr,1838,0,1838,Ex,TA,Av,1,2,0,2,Ex,8,1,Gd,3,True,765,TA,270,2,68,,,,3,2009,315000
,11000,,FR2,Gtl,NoRidge,1Fam,2Story,8,5,2000,False,2000,Gable,CompShg,Gd,TA,PConc,969,GasA,Ex,Y,SBrkr,997,1288,2285,Gd,TA,No,0,2,1,4,Gd,8,1,TA,3,True,648,TA,0,2,56,,,,6,2007,248000
78.0,10140,,Inside,Gtl,NWAmes,1Fam,1Story,7,5,1998,False,1999,Hip,CompShg,Gd,TA,PConc,1650,GasA,Ex,Y,SBrkr,1680,0,1680,Ex,TA,No,1,2,0,3,Gd,7,1,TA,2,True,583,TA,78,2,73,,,,6,2009,213250
34.0,4058,,Inside,Gtl,NAmes,TwnhsE,SFoyer,7,5,1998,False,1998,Gable,CompShg,TA,TA,PConc,723,GasA,Ex,Y,SBrkr,767,0,767,Gd,TA,Av,1,1,0,1,TA,4,0,,1,True,367,TA,120,2,40,,,,6,2007,133000
58.0,17104,,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2006,True,2006,Gable,CompShg,Gd,TA,PConc,654,GasA,Ex,Y,SBrkr,664,832,1496,Gd,Gd,Av,1,2,1,3,Gd,7,1,Gd,2,True,426,TA,100,2,24,,,,9,2006,179665
,13837,,Corner,Gtl,NWAmes,1Fam,1.5Fin,7,5,1988,False,1988,Gable,CompShg,Gd,Gd,PConc,1204,GasA,Gd,Y,SBrkr,1377,806,2183,Gd,Gd,No,0,2,1,4,Gd,9,0,,3,True,786,TA,0,2,0,,,,2,2006,229000
70.0,8737,,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,7,1923,False,1950,Gable,CompShg,TA,TA,BrkTil,1065,GasA,Ex,Y,FuseA,915,720,1635,Gd,TA,No,0,1,1,3,TA,6,1,Gd,2,True,440,TA,0,2,38,,,,5,2007,210000
54.0,7244,,Inside,Gtl,Mitchel,1Fam,SFoyer,5,7,1970,False,1970,Gable,CompShg,TA,Gd,CBlock,768,GasA,Ex,Y,SBrkr,768,0,768,Gd,TA,Av,1,1,0,2,TA,5,0,,2,True,624,TA,104,2,0,,,,4,2007,129500
49.0,8235,,Inside,Gtl,OldTown,1Fam,1Story,5,7,1955,False,1995,Gable,CompShg,TA,Gd,CBlock,825,GasA,TA,Y,SBrkr,825,0,825,TA,TA,No,1,1,0,2,TA,4,0,,2,True,720,TA,140,2,50,,MnPrv,,6,2008,125000
75.0,9375,,Inside,Gtl,Somerst,1Fam,2Story,7,5,2003,True,2004,Gable,CompShg,Gd,TA,PConc,912,GasA,Ex,Y,SBrkr,912,1182,2094,Gd,TA,No,0,2,1,4,Gd,8,1,Gd,2,True,615,TA,182,2,182,,,,11,2009,263000
53.0,4043,,Inside,Gtl,NPkVill,TwnhsE,1Story,6,6,1977,False,1977,Gable,CompShg,TA,TA,CBlock,1069,GasA,TA,Y,SBrkr,1069,0,1069,Gd,TA,No,0,2,0,2,TA,4,0,,2,True,440,TA,0,2,55,,,,10,2008,140000
50.0,6000,,Inside,Gtl,OldTown,1Fam,1Story,5,6,1957,False,1957,Hip,CompShg,TA,TA,CBlock,928,GasA,Gd,Y,FuseA,928,0,928,TA,TA,No,0,1,0,3,TA,5,0,,1,True,288,TA,0,2,0,,,,6,2008,112500
87.0,11146,,Inside,Gtl,NridgHt,1Fam,1Story,8,5,2006,True,2006,Gable,CompShg,Gd,TA,PConc,1709,GasA,Ex,Y,SBrkr,1717,0,1717,Ex,TA,Av,0,2,0,3,Gd,7,1,Gd,3,True,908,TA,169,2,39,,,,7,2009,255500
67.0,8777,,Inside,Gtl,Edwards,1Fam,1Story,4,5,1949,False,2003,Gable,CompShg,TA,TA,CBlock,0,GasA,Ex,Y,SBrkr,1126,0,1126,,,,0,2,0,2,Gd,5,0,,2,True,520,TA,0,2,96,,MnPrv,,5,2009,108000
85.0,10625,,Inside,Gtl,NridgHt,1Fam,2Story,7,5,2003,True,2004,Gable,CompShg,Gd,TA,PConc,998,GasA,Ex,Y,SBrkr,1006,1040,2046,Gd,TA,No,1,2,1,3,Gd,8,1,Gd,3,True,871,TA,320,2,62,,,,8,2008,284000
58.0,6380,,Inside,Gtl,BrkSide,1Fam,1.5Unf,5,6,1922,False,1950,Gable,CompShg,TA,TA,BrkTil,993,GasA,TA,Y,FuseA,1048,0,1048,TA,Fa,No,0,1,0,2,TA,5,1,Gd,1,True,280,TA,0,2,0,,,,8,2006,113000
69.0,14850,,Inside,Gtl,NAmes,1Fam,1Story,5,5,1957,False,1957,Gable,CompShg,TA,TA,CBlock,1092,GasA,TA,Y,FuseA,1092,0,1092,TA,TA,No,1,1,0,2,TA,6,1,TA,1,True,299,TA,268,2,0,,MnWw,,5,2006,141000
60.0,11040,,Inside,Mod,IDOTRR,1Fam,1.5Fin,4,6,1920,False,1950,Gable,CompShg,TA,TA,CBlock,637,GasA,Gd,Y,SBrkr,897,439,1336,TA,TA,No,0,1,1,3,TA,7,0,,1,True,570,TA,0,2,47,,,,9,2006,108000
57.0,21872,,FR2,Gtl,Gilbert,1Fam,2Story,7,5,1996,False,1997,Gable,CompShg,TA,TA,PConc,729,GasA,Ex,Y,SBrkr,729,717,1446,Gd,TA,Gd,0,2,1,3,TA,6,1,TA,2,True,406,TA,264,2,22,,,,8,2008,175000
,3196,,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2003,True,2004,Gable,CompShg,Gd,TA,PConc,1374,GasA,Ex,Y,SBrkr,1557,0,1557,Gd,TA,Gd,0,2,0,2,Gd,7,1,TA,2,True,420,TA,143,2,20,,,,10,2006,234000
,11341,,Inside,Gtl,Sawyer,1Fam,1Story,5,6,1957,False,1996,Hip,CompShg,TA,TA,CBlock,1392,GasA,TA,Y,SBrkr,1392,0,1392,Gd,TA,No,1,1,1,3,TA,5,1,Gd,2,True,528,TA,0,2,0,,,,5,2010,121500
77.0,10010,,Inside,Mod,Mitchel,1Fam,1Story,5,5,1974,False,1975,Gable,CompShg,TA,TA,CBlock,1389,GasA,Gd,Y,SBrkr,1389,0,1389,Gd,TA,Av,1,1,0,2,TA,6,1,TA,2,True,418,TA,240,2,38,,,,4,2006,170000
63.0,13907,,Inside,Gtl,Edwards,1Fam,1Story,5,6,1940,False,1969,Gable,CompShg,TA,TA,CBlock,996,GasA,Ex,Y,SBrkr,996,0,996,TA,TA,No,1,1,0,3,TA,6,1,Gd,0,False,0,,144,2,0,,,,7,2008,108000
66.0,21780,,Inside,Gtl,Edwards,1Fam,1.5Fin,6,7,1918,False,1950,Gable,CompShg,TA,TA,BrkTil,1163,GasA,Ex,Y,SBrkr,1163,511,1674,Gd,TA,Mn,0,2,0,4,TA,8,1,Gd,2,True,396,TA,72,2,36,,,,7,2008,185000
,13346,,CulDSac,Gtl,NoRidge,1Fam,2Story,7,5,1992,False,2000,Gable,CompShg,Gd,TA,PConc,1095,GasA,Ex,Y,SBrkr,1166,1129,2295,Gd,TA,No,1,2,1,4,Gd,9,1,TA,2,True,590,TA,0,2,40,,,,7,2006,268000
66.0,6858,,Corner,Gtl,SWISU,1Fam,2Story,6,4,1915,False,1950,Gable,CompShg,TA,TA,PConc,806,GasA,TA,N,FuseF,841,806,1647,Gd,TA,No,1,1,1,4,Fa,6,0,,1,True,216,TA,0,2,66,,,,5,2010,128000
77.0,11198,,Inside,Gtl,StoneBr,1Fam,2Story,9,5,2005,True,2007,Hip,CompShg,Gd,TA,PConc,1122,GasA,Ex,Y,SBrkr,1134,1370,2504,Gd,Gd,No,0,2,1,4,Ex,11,1,Gd,3,True,656,TA,144,2,39,,,,6,2008,325000
70.0,10171,,Inside,Gtl,NridgHt,1Fam,1Story,7,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,1517,GasA,Ex,Y,SBrkr,1535,0,1535,Gd,TA,No,0,2,0,3,Gd,7,0,,2,True,532,TA,0,2,0,,,,3,2010,214000
79.0,12327,,Inside,Mod,SawyerW,1Fam,1.5Fin,8,8,1983,False,2009,Gable,CompShg,Gd,TA,CBlock,1496,GasA,Ex,Y,SBrkr,1496,636,2132,Gd,TA,Gd,1,1,1,1,Gd,5,1,Gd,2,True,612,TA,349,2,40,,,,9,2009,316600
,7032,,Corner,Gtl,NAmes,Duplex,SFoyer,5,5,1979,False,1979,Gable,CompShg,TA,TA,CBlock,943,GasA,TA,Y,SBrkr,943,0,943,Gd,TA,Gd,1,1,0,2,TA,4,2,TA,2,True,600,TA,42,2,0,,,,12,2006,135960
74.0,13101,,Inside,Gtl,NAmes,Duplex,1Story,5,5,1965,False,1965,Gable,CompShg,TA,TA,CBlock,1728,GasA,TA,Y,SBrkr,1728,0,1728,TA,TA,No,0,2,0,6,TA,10,0,,2,True,576,TA,0,2,0,,,,11,2008,142600
